,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
705,0021700960,1610612745,Rockets,HOU,Houston,240:00,0.646,0.472,0.208,0.241,0.559,0.118,0.189,0.286
706,0021700961,1610612743,Nuggets,DEN,Denver,240:00,0.473,0.283,0.132,0.208,0.561,0.256,0.149,0.191
707,0021700961,1610612742,Mavericks,DAL,Dallas,240:00,0.561,0.256,0.149,0.191,0.473,0.283,0.132,0.208
708,0021700962,1610612757,Trail Blazers,POR,Portland,240:00,0.556,0.296,0.207,0.333,0.464,0.181,0.148,0.2
709,0021700962,1610612752,Knicks,NYK,New York,240:00,0.464,0.181,0.148,0.2,0.556,0.296,0.207,0.333
710,0021700963,1610612744,Warriors,GSW,Golden State,240:00,0.633,0.133,0.17,0.152,0.476,0.294,0.157,0.217
711,0021700963,1610612751,Nets,BKN,Brooklyn,240:00,0.476,0.294,0.157,0.217,0.633,0.133,0.17,0.152
712,0021700964,1610612740,Pelicans,NOP,New Orleans,240:00,0.51,0.175,0.073,0.161,0.5,0.263,0.115,0.192
713,0021700964,1610612746,Clippers,LAC,LA,240:00,0.5,0.263,0.115,0.192,0.51,0.175,0.073,0.161
714,0021700965,1610612762,Jazz,UTA,Utah,240:00,0.581,0.2,0.14,0.184,0.403,0.193,0.128,0.286
715,0021700965,1610612754,Pacers,IND,Indiana,240:00,0.403,0.193,0.128,0.286,0.581,0.2,0.14,0.184
716,0021700966,1610612761,Raptors,TOR,Toronto,265:00,0.505,0.208,0.092,0.208,0.561,0.256,0.149,0.2
717,0021700966,1610612765,Pistons,DET,Detroit,265:00,0.561,0.256,0.149,0.2,0.505,0.208,0.092,0.208
718,0021700967,1610612763,Grizzlies,MEM,Memphis,240:00,0.549,0.305,0.152,0.22,0.601,0.405,0.192,0.273
719,0021700967,1610612741,Bulls,CHI,Chicago,240:00,0.601,0.405,0.192,0.273,0.549,0.305,0.152,0.22
720,0021700968,1610612749,Bucks,MIL,Milwaukee,240:00,0.512,0.229,0.141,0.146,0.561,0.329,0.163,0.273
721,0021700968,1610612745,Rockets,HOU,Houston,240:00,0.561,0.329,0.163,0.273,0.512,0.229,0.141,0.146
722,0021700969,1610612758,Kings,SAC,Sacramento,240:00,0.468,0.183,0.094,0.286,0.633,0.108,0.163,0.167
723,0021700969,1610612740,Pelicans,NOP,New Orleans,240:00,0.633,0.108,0.163,0.167,0.468,0.183,0.094,0.286
724,0021700970,1610612743,Nuggets,DEN,Denver,240:00,0.547,0.209,0.208,0.333,0.58,0.207,0.102,0.159
725,0021700970,1610612739,Cavaliers,CLE,Cleveland,240:00,0.58,0.207,0.102,0.159,0.547,0.209,0.208,0.333
726,0021700971,1610612753,Magic,ORL,Orlando,240:00,0.571,0.226,0.159,0.2,0.551,0.136,0.14,0.167
727,0021700971,1610612747,Lakers,LAL,Los Angeles,240:00,0.551,0.136,0.14,0.167,0.571,0.226,0.159,0.2
728,0021700972,1610612766,Hornets,CHA,Charlotte,240:00,0.506,0.353,0.124,0.15,0.571,0.239,0.115,0.231
729,0021700972,1610612751,Nets,BKN,Brooklyn,240:00,0.571,0.239,0.115,0.231,0.506,0.353,0.124,0.15
730,0021700973,1610612755,76ers,PHI,Philadelphia,240:00,0.483,0.244,0.173,0.173,0.551,0.202,0.15,0.14
731,0021700973,1610612748,Heat,MIA,Miami,240:00,0.551,0.202,0.15,0.14,0.483,0.244,0.173,0.173
732,0021700974,1610612750,Timberwolves,MIN,Minnesota,240:00,0.532,0.138,0.13,0.26,0.557,0.31,0.109,0.209
733,0021700974,1610612738,Celtics,BOS,Boston,240:00,0.557,0.31,0.109,0.209,0.532,0.138,0.13,0.26
734,0021700975,1610612756,Suns,PHX,Phoenix,240:00,0.386,0.196,0.139,0.14,0.606,0.338,0.173,0.143
735,0021700975,1610612760,Thunder,OKC,Oklahoma City,240:00,0.606,0.338,0.173,0.143,0.386,0.196,0.139,0.14
736,0021700976,1610612759,Spurs,SAS,San Antonio,240:00,0.484,0.189,0.114,0.213,0.474,0.242,0.097,0.255
737,0021700976,1610612744,Warriors,GSW,Golden State,240:00,0.474,0.242,0.097,0.255,0.484,0.189,0.114,0.213
738,0021700977,1610612765,Pistons,DET,Detroit,240:00,0.525,0.222,0.17,0.256,0.403,0.108,0.138,0.204
739,0021700977,1610612741,Bulls,CHI,Chicago,240:00,0.403,0.108,0.138,0.204,0.525,0.222,0.17,0.256
740,0021700978,1610612754,Pacers,IND,Indiana,240:00,0.571,0.11,0.156,0.237,0.476,0.122,0.191,0.13
741,0021700978,1610612737,Hawks,ATL,Atlanta,240:00,0.476,0.122,0.191,0.13,0.571,0.11,0.156,0.237
742,0021700979,1610612761,Raptors,TOR,Toronto,240:00,0.571,0.165,0.177,0.293,0.549,0.284,0.143,0.189
743,0021700979,1610612745,Rockets,HOU,Houston,240:00,0.549,0.284,0.143,0.189,0.571,0.165,0.177,0.293
744,0021700980,1610612762,Jazz,UTA,Utah,240:00,0.534,0.297,0.209,0.216,0.41,0.169,0.159,0.2
745,0021700980,1610612763,Grizzlies,MEM,Memphis,240:00,0.41,0.169,0.159,0.2,0.534,0.297,0.209,0.216
746,0021700981,1610612752,Knicks,NYK,New York,240:00,0.515,0.143,0.106,0.234,0.616,0.534,0.168,0.176
747,0021700981,1610612749,Bucks,MIL,Milwaukee,240:00,0.616,0.534,0.168,0.176,0.515,0.143,0.106,0.234
748,0021700982,1610612764,Wizards,WAS,Washington,240:00,0.526,0.208,0.112,0.217,0.5,0.22,0.146,0.049
749,0021700982,1610612740,Pelicans,NOP,New Orleans,240:00,0.5,0.22,0.146,0.049,0.526,0.208,0.112,0.217
750,0021700983,1610612747,Lakers,LAL,Los Angeles,240:00,0.565,0.174,0.155,0.293,0.596,0.361,0.119,0.179
751,0021700983,1610612743,Nuggets,DEN,Denver,240:00,0.596,0.361,0.119,0.179,0.565,0.174,0.155,0.293
752,0021700984,1610612757,Trail Blazers,POR,Portland,240:00,0.584,0.303,0.112,0.341,0.564,0.308,0.127,0.158
753,0021700984,1610612744,Warriors,GSW,Golden State,240:00,0.564,0.308,0.127,0.158,0.584,0.303,0.112,0.341
754,0021700985,1610612758,Kings,SAC,Sacramento,240:00,0.488,0.181,0.19,0.31,0.481,0.205,0.149,0.119
